-0.043253306	-0.0056565483	0.029049974	-0.014385555	-0.034972373	0.00076169136	-0.0065065343	-0.035805784	-0.0009686565	0.03917232	0.018445035	-0.050308615	0.11578919	0.0013648188	0.044892058	-0.010373269
0.042474434	0.040334474	0.005255128	-0.01038419	0.03530984	0.018742766	-0.017165778	-0.016787384	0.0077972184	-0.02450478	0.025855273	0.0115302205	0.22544087	0.028084736	-0.018315215	0.02887919
0.063522436	-0.0036355352	-0.03488031	-0.014954717	0.05026913	-0.05323799	0.07094485	-0.00615479	0.0284634	0.054027967	-0.004901017	-0.028370587	0.10229586	-0.049769565	-0.03588403	0.0042959605
-0.0047444217	0.0005865842	-0.04835998	-0.02308368	0.032445613	-0.03622201	0.059738055	-0.04955884	-0.012919702	-0.033273	-0.016374078	-0.013257577	0.09843436	-0.02959258	0.03806567	0.00017968455
0.02176226	0.026808301	-0.07298963	0.056302693	-0.005428727	-0.025376186	-0.03673835	-0.046913568	0.04475039	0.012502307	0.015628755	-0.035306916	0.10572935	-0.03882548	0.050070826	0.02969517
-0.0061713997	-0.028561477	0.005378944	0.0072250883	0.007535976	0.041983824	0.033373956	0.010100513	-0.006469084	-0.036377396	-0.047187906	-0.0460348	0.0015446879	0.032291427	-0.03988341	0.041251782
0.0020801022	0.025782708	-0.041011807	-0.016281763	0.009642835	0.0121487435	-0.024613207	-0.13343725	0.024095397	0.03364521	-0.0012781754	-0.01461052	0.41656715	-0.015962549	0.0055736457	0.025717331
-0.04153402	-0.026672145	0.021597862	-0.04129619	-0.024216142	0.020126482	0.045199163	-0.059204627	-0.0066933013	-0.018424444	0.021939429	0.0077098026	0.24315082	-0.04767333	-0.0021018686	0.020387392
-0.0011419947	-0.036045365	-0.050130785	0.018861998	-0.04696606	0.040925678	0.032236945	0.11184036	-0.009873439	-0.016526477	0.009666079	0.041311547	-0.081872545	-0.031507164	-0.01599678	0.051385906
0.049680907	0.050058678	-0.039615754	0.022260102	0.03252238	-0.0445836	0.03294421	0.0058105313	-0.024514288	0.044263873	0.022420123	-0.031983927	0.16339293	-0.036151305	-0.0070495573	0.08139839
